t_order,conversion_order_z0p000,psi_mag_order_z0p000,conversion_order_z0p013,psi_mag_order_z0p013,conversion_order_z0p025,psi_mag_order_z0p025,conversion_order_z0p038,psi_mag_order_z0p038,conversion_order_z0p050,psi_mag_order_z0p050,conversion_order_z0p062,psi_mag_order_z0p062,conversion_order_z0p075,psi_mag_order_z0p075,conversion_order_z0p088,psi_mag_order_z0p088,conversion_order_z0p100,psi_mag_order_z0p100,conversion_order_z0p113,psi_mag_order_z0p113,conversion_order_z0p125,psi_mag_order_z0p125,conversion_order_z0p138,psi_mag_order_z0p138,conversion_order_z0p150,psi_mag_order_z0p150,conversion_order_z0p163,psi_mag_order_z0p163,conversion_order_z0p175,psi_mag_order_z0p175,conversion_order_z0p188,psi_mag_order_z0p188,conversion_order_z0p200,psi_mag_order_z0p200,t_cycle,conversion_cycle_z0p000,psi_mag_cycle_z0p000,conversion_cycle_z0p013,psi_mag_cycle_z0p013,conversion_cycle_z0p025,psi_mag_cycle_z0p025,conversion_cycle_z0p038,psi_mag_cycle_z0p038,conversion_cycle_z0p050,psi_mag_cycle_z0p050,conversion_cycle_z0p062,psi_mag_cycle_z0p062,conversion_cycle_z0p075,psi_mag_cycle_z0p075,conversion_cycle_z0p088,psi_mag_cycle_z0p088,conversion_cycle_z0p100,psi_mag_cycle_z0p100,conversion_cycle_z0p113,psi_mag_cycle_z0p113,conversion_cycle_z0p125,psi_mag_cycle_z0p125,conversion_cycle_z0p138,psi_mag_cycle_z0p138,conversion_cycle_z0p150,psi_mag_cycle_z0p150,conversion_cycle_z0p163,psi_mag_cycle_z0p163,conversion_cycle_z0p175,psi_mag_cycle_z0p175,conversion_cycle_z0p188,psi_mag_cycle_z0p188,conversion_cycle_z0p200,psi_mag_cycle_z0p200
1.277000000000000000e+03,9.937500000000000222e-01,9.906303233295455923e-01,9.974683544303798444e-01,9.962523525693678383e-01,9.974358974358974450e-01,9.962500000000000799e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.202470795933014314e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.720485938294951778e-01,0.000000000000000000e+00,8.524257665626960856e-01,0.000000000000000000e+00,8.369401113580348106e-01,0.000000000000000000e+00,8.176786884222921881e-01,1.449275362318841898e-03,8.009398775813325599e-01,1.470588235294086402e-03,7.821135227701924153e-01,4.477611940298511194e-03,7.622632829278870314e-01,1.515151515151482841e-03,7.471832522882188021e-01,7.692307692307698806e-03,7.289493723846671713e-01,3.125000000000002776e-03,7.179963440018339860e-01,1.277000000000000000e+03,3.587500000000000133e-01,2.529544178305647151e-01,4.632911392405062445e-01,2.628687885618981035e-01,4.192307692307692402e-01,1.570280627786001526e-01,2.467532467532467522e-01,1.940521837032502250e-01,3.934210526315790046e-01,1.387387382817069637e-01,1.239999999999999852e-01,2.318977414723999708e-01,2.459459459459459041e-01,1.000937060958381891e-01,2.945205479452054909e-01,3.452806829233280583e-02,2.791666666666666186e-01,2.838160716027195996e-01,3.901408450704225706e-01,2.304784425927944025e-01,1.071428571428571369e-01,1.970366399936824553e-01,2.173913043478260809e-01,2.514582470311921281e-01,1.485294117647058543e-01,9.363326065026260359e-02,2.029850746268656858e-01,1.623845743905498740e-01,1.727272727272727293e-01,2.264156851898737888e-01,1.307692307692307765e-01,1.058964706682900825e-01,1.281249999999999611e-01,1.399330196915653801e-01
1.278000000000000000e+03,9.975000000000000533e-01,9.962523525693678383e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.948717948717948900e-01,9.925023614581479636e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.221679619245074511e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.720485938294951778e-01,0.000000000000000000e+00,8.524257665626960856e-01,0.000000000000000000e+00,8.349522815706296175e-01,0.000000000000000000e+00,8.176786884222921881e-01,2.898550724637683797e-03,7.992496481075234138e-01,4.411764705882324257e-03,7.808118771509563460e-01,2.985074626865674274e-03,7.639034215789324289e-01,4.545454545454515743e-03,7.439516533350806204e-01,1.230769230769231809e-02,7.242366671192504990e-01,4.687499999999969469e-03,7.164441272702289920e-01,1.278000000000000000e+03,5.162499999999999867e-01,2.779416530497002547e-01,5.126582278481013333e-01,2.823589249519130040e-01,3.653846153846153633e-01,1.726403414616642651e-01,4.025974025974025650e-01,2.228473412450772961e-01,3.842105263157895023e-01,1.801344983616409157e-01,2.373333333333333128e-01,2.303767295105995927e-01,2.472972972972972971e-01,5.313602826708080373e-02,3.246575342465752856e-01,1.259153981846541925e-01,1.597222222222222099e-01,3.031269329835276638e-01,3.014084507042253946e-01,2.711635807036041346e-01,1.828571428571428292e-01,1.002808556006579005e-01,1.536231884057971120e-01,3.197142278660742853e-01,2.573529411764706176e-01,5.962120008855912451e-02,1.686567164179104683e-01,1.444656100945827804e-01,1.363636363636363258e-01,1.863506439484447774e-01,2.153846153846153688e-01,6.155536126122566898e-02,1.593749999999999889e-01,1.064483442802189317e-01
1.279000000000000000e+03,9.987500000000000266e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.961538461538461675e-01,9.943803032542428699e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.183272837066314143e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.898735865278842860e-01,1.369863013698616270e-03,8.683128396493974277e-01,1.388888888888890026e-03,8.506697728848721107e-01,0.000000000000000000e+00,8.349522815706296175e-01,0.000000000000000000e+00,8.176786884222921881e-01,2.898550724637683797e-03,7.992496481075234138e-01,4.411764705882324257e-03,7.787800957266435287e-01,2.985074626865674274e-03,7.618603874726653791e-01,4.545454545454515743e-03,7.480673014508787411e-01,1.230769230769231809e-02,7.221593054859849481e-01,6.249999999999970857e-03,7.148950971995822190e-01,1.279000000000000000e+03,4.587499999999999911e-01,2.292344596695706227e-01,3.430379746835443000e-01,2.902827285595890872e-01,2.717948717948717730e-01,9.983580269622724379e-02,4.818181818181818121e-01,2.583269488458375673e-01,2.421052631578947956e-01,2.656448521993227674e-01,4.039999999999999702e-01,2.625922456966311991e-01,2.891891891891891775e-01,1.391941090707499856e-02,2.821917808219177592e-01,1.160751373033864775e-01,1.263888888888888840e-01,1.987185509709650522e-01,2.000000000000000111e-01,2.552327369284748126e-01,3.257142857142856784e-01,1.401505886537761092e-01,1.115942028985507234e-01,2.279014315444289340e-01,3.044117647058823262e-01,1.332232618576801308e-01,1.761194029850746134e-01,6.628536791781437787e-02,1.530303030303030443e-01,7.997069775861664898e-02,2.492307692307692557e-01,1.534346359203163368e-01,2.124999999999999667e-01,1.430635785236760438e-01
1.280000000000000000e+03,9.987500000000000266e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.974358974358974450e-01,9.962523525693678383e-01,9.974025974025975128e-01,9.962500000000000799e-01,0.000000000000000000e+00,9.221679619245074511e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.898735865278842860e-01,1.369863013698616270e-03,8.683128396493974277e-01,0.000000000000000000e+00,8.544003745317529930e-01,0.000000000000000000e+00,8.329653354131850707e-01,0.000000000000000000e+00,8.176786884222921881e-01,1.449275362318841898e-03,8.009398775813325599e-01,4.411764705882324257e-03,7.787800957266435287e-01,2.985074626865674274e-03,7.598180292017294724e-01,6.060606060606032845e-03,7.464583042608607943e-01,1.076923076923077920e-02,7.237284107315395953e-01,3.125000000000002776e-03,7.179963440018339860e-01,1.280000000000000000e+03,3.037500000000000200e-01,2.689069309259246032e-01,1.594936708860759389e-01,3.241045356054124138e-01,2.807692307692307709e-01,8.568656545806931091e-02,3.311688311688311126e-01,2.502717273285179900e-01,1.644736842105263275e-01,2.197548349866278450e-01,5.399999999999999245e-01,3.532593770871481076e-01,3.189189189189188811e-01,5.605521831194661131e-02,2.191780821917807820e-01,1.431618402368454168e-01,1.958333333333333037e-01,1.457898744769333677e-01,1.521126760563380476e-01,1.614581989246753335e-01,4.185714285714285943e-01,2.375887991888505635e-01,1.434782608695651662e-01,1.093374935692236621e-01,2.676470588235294046e-01,1.673880222716070676e-01,2.447761194029850484e-01,7.454025757937791929e-02,2.181818181818181435e-01,4.444097208657798309e-02,2.138461538461538525e-01,2.428766404988343952e-01,1.671874999999999611e-01,1.872790364669789098e-01
1.281000000000000000e+03,9.987500000000000266e-01,9.981255870380241202e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.974358974358974450e-01,9.962523525693678383e-01,9.974025974025975128e-01,9.962523525693678383e-01,0.000000000000000000e+00,9.221679619245074511e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.879250742602102786e-01,-1.520853458390625313e-17,8.700871005249991574e-01,0.000000000000000000e+00,8.524257665626960856e-01,0.000000000000000000e+00,8.329653354131850707e-01,0.000000000000000000e+00,8.196798155377500450e-01,1.449275362318841898e-03,8.009398775813325599e-01,4.411764705882324257e-03,7.808118771509563460e-01,2.985074626865674274e-03,7.598180292017294724e-01,7.575757575757549080e-03,7.448521245858134021e-01,1.076923076923077920e-02,7.258045105260779728e-01,3.125000000000002776e-03,7.159139700410938056e-01,1.281000000000000000e+03,1.925000000000000044e-01,2.383668391366551842e-01,1.784810126582278278e-01,2.428766404988343675e-01,3.666666666666666408e-01,1.309878334044806414e-01,1.818181818181817955e-01,2.582997289971479260e-01,1.750000000000000167e-01,2.178051020981831842e-01,4.266666666666666941e-01,3.036676843195535991e-01,3.297297297297296925e-01,1.130472799318941041e-01,2.150684931506849085e-01,7.991206104212313088e-02,3.708333333333332926e-01,1.848605893639851949e-01,2.464788732394366244e-01,5.962120008855899961e-02,3.642857142857142683e-01,2.963396488828318187e-01,2.362318840579709922e-01,4.803969712643900436e-02,2.044117647058823206e-01,1.102766407721962466e-01,2.820895522388059407e-01,1.405847164523939818e-01,2.909090909090908950e-01,1.451938359573160531e-01,1.584615384615384315e-01,2.341507260291969261e-01,1.453124999999999556e-01,1.740195750483261583e-01
1.282000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,9.974683544303798444e-01,9.962523525693678383e-01,9.961538461538461675e-01,9.943803032542428699e-01,9.974025974025975128e-01,9.962523525693678383e-01,0.000000000000000000e+00,9.240899239251556541e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.898735865278842860e-01,1.369863013698616270e-03,8.683128396493974277e-01,1.388888888888890026e-03,8.506697728848721107e-01,0.000000000000000000e+00,8.349522815706296175e-01,1.428571428571429871e-03,8.179652727958565128e-01,1.449275362318841898e-03,8.009398775813325599e-01,2.941176470588205329e-03,7.824760379717708991e-01,2.985074626865674274e-03,7.639034215789324289e-01,9.090909090909066181e-03,7.432487806919026996e-01,1.230769230769231809e-02,7.242366671192504990e-01,4.687499999999969469e-03,7.122773775012091191e-01,1.282000000000000000e+03,1.812499999999999944e-01,3.078833991952149574e-01,3.303797468354430222e-01,2.285586631479978037e-01,4.499999999999999556e-01,1.974881325548448752e-01,1.909090909090908894e-01,1.738848397647133337e-01,3.473684210526316041e-01,1.828079593453193763e-01,2.280000000000000082e-01,3.139292316749111578e-01,2.918918918918918526e-01,9.472822968893702955e-02,2.712328767123287632e-01,1.061175645216189678e-01,4.638888888888888506e-01,2.796230721882583814e-01,3.464788732394366577e-01,1.351099089630363181e-01,2.242857142857142549e-01,3.220224176978988551e-01,3.550724637681159090e-01,1.694337997567191278e-01,2.352941176470587648e-01,8.391774246248537295e-02,2.731343283582089443e-01,1.775132037342575519e-01,2.787878787878788067e-01,1.947394092113869657e-01,1.276923076923077160e-01,2.244820427116610839e-01,1.531249999999999833e-01,1.373635686781616017e-01
1.283000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,9.987341772151898667e-01,9.981255870380241202e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.240899239251556541e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.898735865278842860e-01,1.369863013698616270e-03,8.702756388064645243e-01,4.166666666666654466e-03,8.451858153684311814e-01,1.408450704225353489e-03,8.352048775599912878e-01,1.428571428571429871e-03,8.159628131845225729e-01,1.449275362318841898e-03,7.969090678992176713e-01,1.470588235294086402e-03,7.841426448676286354e-01,2.985074626865674274e-03,7.618603874726653791e-01,7.575757575757549080e-03,7.448521245858134021e-01,7.692307692307698806e-03,7.268758061044542362e-01,4.687499999999969469e-03,7.143605094768327168e-01,1.283000000000000000e+03,3.425000000000000266e-01,2.947695074121472469e-01,4.797468354430379778e-01,2.579456095769028234e-01,3.500000000000000333e-01,1.853164523187297297e-01,3.272727272727272152e-01,2.055366451511747572e-01,4.381578947368421351e-01,1.993779388498134741e-01,1.266666666666666496e-01,2.686104288742342527e-01,2.554054054054054057e-01,1.246432408917547696e-01,3.534246575342465113e-01,1.299999999999998657e-01,3.847222222222221322e-01,2.913626391629510204e-01,3.859154929577465198e-01,2.058670687604018668e-01,1.285714285714285587e-01,2.689679348918752044e-01,3.608695652173912749e-01,2.237918955190290327e-01,2.470588235294117196e-01,7.813249964003464443e-02,2.402985074626865780e-01,1.990720660966777411e-01,2.272727272727272652e-01,2.613307291536915433e-01,1.369230769230769529e-01,1.489704249171627526e-01,1.671874999999999611e-01,1.028424158603833127e-01
1.284000000000000000e+03,9.987500000000000266e-01,9.981255870380241202e-01,9.987341772151898667e-01,9.981255870380241202e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.974025974025975128e-01,9.962523525693678383e-01,0.000000000000000000e+00,9.221679619245074511e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.898735865278842860e-01,1.369863013698616270e-03,8.683128396493974277e-01,2.777777777777764873e-03,8.508929133563165603e-01,2.816901408450706978e-03,8.334716551869054690e-01,1.428571428571429871e-03,8.159628131845225729e-01,1.449275362318841898e-03,7.989240811866920033e-01,1.470588235294086402e-03,7.841426448676286354e-01,2.985074626865674274e-03,7.639034215789324289e-01,1.060606060606058242e-02,7.416482909708617122e-01,3.076923076923079522e-03,7.336893075410054754e-01,1.562500000000001388e-03,7.174706004429729500e-01,1.284000000000000000e+03,5.174999999999999600e-01,3.016853700463446586e-01,4.949367088607594112e-01,2.945149614196195809e-01,1.910256410256410409e-01,2.440318882851174598e-01,4.766233766233766156e-01,2.496153290565304161e-01,3.881578947368421462e-01,2.251284355651236857e-01,1.626666666666666539e-01,2.212429377403943853e-01,2.148648648648648352e-01,9.403290647427646476e-02,3.342465753424657682e-01,1.028424158603832433e-01,2.402777777777777291e-01,3.095838941224172691e-01,3.464788732394366577e-01,2.396709984541309235e-01,1.142857142857142960e-01,1.657134197945357712e-01,2.420289855072463581e-01,2.249201247109738344e-01,2.602941176470588425e-01,1.487815092677851059e-01,1.955223880597014574e-01,1.681284850939900322e-01,1.454545454545454197e-01,2.492112557650637550e-01,1.692307692307692402e-01,8.964339072123508889e-02,2.156249999999999833e-01,1.156300674565228642e-01
1.285000000000000000e+03,9.987500000000000266e-01,9.981255870380241202e-01,9.987341772151898667e-01,9.981255870380241202e-01,9.974358974358974450e-01,9.962523525693678383e-01,9.974025974025975128e-01,9.962500000000000799e-01,0.000000000000000000e+00,9.221679619245074511e-01,1.333333333333334590e-03,9.041216386637365154e-01,-1.500301384628589695e-17,8.898735865278842860e-01,1.369863013698616270e-03,8.683128396493974277e-01,1.388888888888890026e-03,8.526456986931910675e-01,1.408450704225353489e-03,8.352048775599912878e-01,0.000000000000000000e+00,8.176786884222921881e-01,1.449275362318841898e-03,8.009398775813325599e-01,1.470588235294086402e-03,7.821135227701924153e-01,2.985074626865674274e-03,7.618603874726653791e-01,9.090909090909066181e-03,7.432487806919026996e-01,6.153846153846159045e-03,7.284540565471512297e-01,1.562500000000001388e-03,7.195517267716060594e-01,1.285000000000000000e+03,4.600000000000000200e-01,2.513463745511361758e-01,2.999999999999999889e-01,2.935265107277366115e-01,1.717948717948717952e-01,2.373716758587679498e-01,4.155844155844156118e-01,2.447319962734746945e-01,2.434210526315789824e-01,2.089295634897082865e-01,3.479999999999999760e-01,2.268706955514526169e-01,2.945945945945945277e-01,9.127568131764325632e-02,2.684931506849315141e-01,1.472296250759337899e-01,1.277777777777777679e-01,3.022597186196004371e-01,2.140845070422535412e-01,2.404812882533691465e-01,2.485714285714286098e-01,9.624999999999987732e-02,1.681159420289854434e-01,1.972030996206703968e-01,2.205882352941176405e-01,1.214045406893828616e-01,2.059701492537313605e-01,1.299278646018628691e-01,1.318181818181818066e-01,2.197335033625961165e-01,2.107692307692307920e-01,1.260642197453346602e-01,2.500000000000000000e-01,2.075451758051726492e-01
1.286000000000000000e+03,9.987500000000000266e-01,9.981255870380241202e-01,9.987341772151898667e-01,9.981255870380241202e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.974025974025975128e-01,9.962500000000000799e-01,0.000000000000000000e+00,9.240899239251556541e-01,0.000000000000000000e+00,9.078649403958718445e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.700871005249991574e-01,1.388888888888890026e-03,8.526456986931910675e-01,1.408450704225353489e-03,8.312274433029746001e-01,0.000000000000000000e+00,8.176786884222921881e-01,1.449275362318841898e-03,8.009398775813325599e-01,4.411764705882324257e-03,7.787800957266435287e-01,2.985074626865674274e-03,7.618603874726653791e-01,7.575757575757549080e-03,7.427913990482120088e-01,6.153846153846159045e-03,7.263823029231921691e-01,1.562500000000001388e-03,7.195517267716060594e-01,1.286000000000000000e+03,2.775000000000000244e-01,2.402375126827616114e-01,1.734177215189873222e-01,2.677714743956122745e-01,2.833333333333333259e-01,2.101822126156254189e-01,2.532467532467532201e-01,2.557922741210141293e-01,1.855263157894737058e-01,1.678494489118151078e-01,4.320000000000000506e-01,2.045880006256476091e-01,3.756756756756756133e-01,1.343793603943699566e-01,2.328767123287670826e-01,1.513893985720269342e-01,1.194444444444444225e-01,1.911682831957227102e-01,1.225352112676056371e-01,2.005500249314370875e-01,3.999999999999999667e-01,2.143558664930819424e-01,1.855072463768115687e-01,8.598691760959931152e-02,2.147058823529411631e-01,1.169201116147261660e-01,2.074626865671641562e-01,9.428182486566545617e-02,1.318181818181818066e-01,1.639788477212839601e-01,2.030769230769230438e-01,1.734394707095245625e-01,1.984374999999999889e-01,2.765213599344543138e-01
1.287000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,9.974683544303798444e-01,9.962523525693678383e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.240899239251556541e-01,0.000000000000000000e+00,9.059292535844065686e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.700871005249991574e-01,0.000000000000000000e+00,8.524257665626960856e-01,1.408450704225353489e-03,8.312274433029746001e-01,0.000000000000000000e+00,8.196798155377500450e-01,1.449275362318841898e-03,8.009398775813325599e-01,2.941176470588205329e-03,7.804455858674582691e-01,2.985074626865674274e-03,7.639034215789324289e-01,7.575757575757549080e-03,7.407312687473103230e-01,3.076923076923079522e-03,7.316195647329286622e-01,1.562500000000001388e-03,7.195517267716060594e-01,1.287000000000000000e+03,2.000000000000000111e-01,2.009469768371747178e-01,1.708860759493670556e-01,2.781439600278963198e-01,4.192307692307692402e-01,2.039339660282218636e-01,1.662337662337662336e-01,2.059922632042282264e-01,2.407894736842105532e-01,1.526382570000063277e-01,4.253333333333333410e-01,2.241267777397426553e-01,3.554054054054053835e-01,1.567591703856588414e-01,2.013698630136986079e-01,1.041108183619743888e-01,2.569444444444444198e-01,1.548335800141557028e-01,1.577464788732394485e-01,1.465275144810694319e-01,4.085714285714285299e-01,2.555264174209782579e-01,2.492753623188405376e-01,4.501735776342279810e-02,2.308823529411764552e-01,1.110391259871943703e-01,2.388059701492536990e-01,9.318161031018951102e-02,1.939393939393939670e-01,6.716351316004853800e-02,1.584615384615384315e-01,2.298470959137836056e-01,1.234375000000000056e-01,2.659975328832958064e-01
1.288000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,9.962025316455696000e-01,9.943803032542428699e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.987012987012987564e-01,9.981255870380241202e-01,0.000000000000000000e+00,9.260129588726067063e-01,0.000000000000000000e+00,9.020610081917962431e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.700871005249991574e-01,0.000000000000000000e+00,8.544003745317529930e-01,4.225352112676060250e-03,8.297486441688228798e-01,1.428571428571429871e-03,8.179652727958565128e-01,0.000000000000000000e+00,8.006179254176114535e-01,2.941176470588205329e-03,7.804455858674582691e-01,2.985074626865674274e-03,7.659471261125012642e-01,6.060606060606032845e-03,7.443988766111888644e-01,3.076923076923079522e-03,7.316195647329286622e-01,6.249999999999970857e-03,7.148950971995822190e-01,1.288000000000000000e+03,2.312500000000000111e-01,2.822260840177603924e-01,3.265822784810126778e-01,2.251804831685018105e-01,4.384615384615384581e-01,1.880658129485526520e-01,2.090909090909090773e-01,2.052399510329312171e-01,3.960526315789474339e-01,2.317157471990195228e-01,3.013333333333332864e-01,2.366398899171482106e-01,2.527027027027027306e-01,2.036349368355047929e-01,2.684931506849315141e-01,1.017656621852379845e-01,3.750000000000000000e-01,1.746111751864695694e-01,3.380281690140845008e-01,1.353525489231730827e-01,3.185714285714285610e-01,2.935424798900493348e-01,2.855072463768115187e-01,9.898705723477188578e-02,2.426470588235294101e-01,1.354217947746965411e-01,2.611940298507462455e-01,1.272485265140622934e-01,2.530303030303029943e-01,1.347277347096729194e-01,1.292307692307692046e-01,1.634634898073573650e-01,8.750000000000000833e-02,2.071042913606573055e-01
1.289000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,9.974683544303798444e-01,9.962523525693678383e-01,9.974358974358974450e-01,9.962523525693678383e-01,9.961038961038960471e-01,9.943803032542428699e-01,0.000000000000000000e+00,9.260129588726067063e-01,0.000000000000000000e+00,9.039946072848000780e-01,-1.500301384628589695e-17,8.898735865278842860e-01,-1.520853458390625313e-17,8.700871005249991574e-01,0.000000000000000000e+00,8.544003745317529930e-01,0.000000000000000000e+00,8.349522815706296175e-01,0.000000000000000000e+00,8.196798155377500450e-01,1.449275362318841898e-03,7.969090678992176713e-01,2.941176470588205329e-03,7.824760379717708991e-01,2.985074626865674274e-03,7.659471261125012642e-01,9.090909090909066181e-03,7.411867595282582988e-01,1.538461538461539761e-03,7.311388804461159685e-01,7.812499999999972244e-03,7.133492745492910903e-01,1.289000000000000000e+03,4.199999999999999845e-01,2.378549978453257663e-01,4.658227848101265112e-01,2.414053903706375737e-01,3.564102564102564208e-01,2.368972614869155613e-01,3.727272727272727404e-01,1.649763240589386670e-01,4.934210526315790379e-01,2.782282111864287644e-01,1.666666666666666574e-01,2.655566088426346005e-01,2.013513513513513209e-01,1.244927206707285156e-01,3.767123287671232945e-01,1.489704249171625861e-01,3.652777777777777568e-01,1.827694928044612532e-01,3.718309859154930175e-01,2.063560333501301414e-01,1.699999999999999845e-01,3.588022610017946867e-01,2.507246376811593791e-01,1.261013976924919844e-01,2.220588235294117530e-01,6.653241691085647058e-02,2.537313432835821003e-01,2.211899636059467267e-01,2.575757575757575690e-01,2.051371492441094180e-01,1.769230769230769051e-01,6.394577781214344503e-02,1.531249999999999833e-01,7.750000000000015210e-02
1.290000000000000000e+03,9.975000000000000533e-01,9.962523525693678383e-01,9.974683544303798444e-01,9.962523525693678383e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.935064935064935598e-01,9.906397869558843938e-01,0.000000000000000000e+00,9.260129588726067063e-01,0.000000000000000000e+00,9.001284630540241638e-01,1.351351351351337549e-03,8.880834349879519474e-01,-1.520853458390625313e-17,8.720485938294951778e-01,1.388888888888890026e-03,8.506697728848721107e-01,0.000000000000000000e+00,8.349522815706296175e-01,0.000000000000000000e+00,8.176786884222921881e-01,1.449275362318841898e-03,7.989240811866920033e-01,2.941176470588205329e-03,7.824760379717708991e-01,5.970149253731348547e-03,7.626721117229867675e-01,4.545454545454515743e-03,7.460091738712063547e-01,7.692307692307698806e-03,7.248027748981096252e-01,4.687499999999969469e-03,7.143605094768327168e-01,1.290000000000000000e+03,4.862500000000000155e-01,2.299490432682858021e-01,4.962025316455695445e-01,2.793882826820051624e-01,2.064102564102564263e-01,2.917645669028369193e-01,4.480519480519480902e-01,2.110724105609257384e-01,3.973684210526315930e-01,2.750340887962799963e-01,1.813333333333333464e-01,1.518068262628529119e-01,2.364864864864864857e-01,1.095088466745951228e-01,3.863013698630136661e-01,2.203831890140444116e-01,2.875000000000000333e-01,1.932412675905434696e-01,2.999999999999999889e-01,2.115382648600485083e-01,9.571428571428571008e-02,3.001744284578551913e-01,2.478260869565217239e-01,1.592511773896821692e-01,2.205882352941176405e-01,7.603453162872786386e-02,1.955223880597014574e-01,2.156856798677187215e-01,1.954545454545454364e-01,2.371148192332145910e-01,2.384615384615384470e-01,1.084334473306092506e-01,1.953125000000000000e-01,8.222492018846849771e-02
1.291000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,9.962025316455696000e-01,9.943803032542428699e-01,9.987179487179487225e-01,9.981255870380241202e-01,9.948051948051948035e-01,9.925094457988800078e-01,1.315789473684204425e-03,9.222670776407450033e-01,0.000000000000000000e+00,9.039946072848000780e-01,1.351351351351337549e-03,8.880834349879519474e-01,-1.520853458390625313e-17,8.700871005249991574e-01,2.777777777777764873e-03,8.489156686620880077e-01,0.000000000000000000e+00,8.349522815706296175e-01,0.000000000000000000e+00,8.176786884222921881e-01,1.449275362318841898e-03,7.989240811866920033e-01,2.941176470588205329e-03,7.824760379717708991e-01,7.462686567164185901e-03,7.589909008018475012e-01,6.060606060606032845e-03,7.423400501118068151e-01,7.692307692307698806e-03,7.268758061044542362e-01,6.249999999999970857e-03,7.128102394747145576e-01,1.291000000000000000e+03,3.787499999999999756e-01,2.238756630364275024e-01,3.417721518987341112e-01,2.653182051801195596e-01,1.487179487179487447e-01,2.450860818161652854e-01,3.207792207792207195e-01,1.990485179547941963e-01,2.302631578947368640e-01,2.322613022007757044e-01,2.613333333333333064e-01,1.417965091248722109e-01,3.189189189189188811e-01,9.717091900357827106e-02,2.315068493150684859e-01,2.659975328832958064e-01,1.972222222222222432e-01,2.565425159695756685e-01,2.084507042253521125e-01,1.792867814424700668e-01,1.057142857142857190e-01,1.742349347863396403e-01,2.260869565217391297e-01,1.710445848309733174e-01,2.691176470588234615e-01,1.381292420163088563e-01,1.895522388059701080e-01,1.472614596559467803e-01,1.393939393939393478e-01,1.951721996084484767e-01,2.846153846153846034e-01,1.577428683015495714e-01,2.531249999999999889e-01,1.546972850440498926e-01
